Country,Date,Temperature,Rainfall,Relative_Humidity
Sierra Leone,2014-10-21,25.6,0.5,85
Sierra Leone,2014-10-22,25.9,2.4,84
Sierra Leone,2014-10-23,25.5,4.3,83
Sierra Leone,2014-10-24,25.5,15.8,82
Sierra Leone,2014-10-25,25.5,5.9,85
Sierra Leone,2014-10-26,25.7,3.6,82
Sierra Leone,2014-10-27,26.2,1.3,82
Sierra Leone,2014-10-28,25.9,4.9,83
Sierra Leone,2014-10-29,25.8,7.1,83
Sierra Leone,2014-10-30,25.4,12.7,84
Sierra Leone,2014-10-31,25.6,9.7,83
Sierra Leone,2014-11-01,25.6,6.4,84
Sierra Leone,2014-11-02,25.5,16.6,84
Sierra Leone,2014-11-03,24.9,13.1,86
Sierra Leone,2014-11-04,24.3,9.8,89
Sierra Leone,2014-11-05,25.7,4.1,82
Sierra Leone,2014-11-06,25.9,8.6,83
Sierra Leone,2014-11-07,26.2,0.9,84
Sierra Leone,2014-11-08,26.4,6.2,84
Sierra Leone,2014-11-09,26.1,1.2,85
Sierra Leone,2014-11-10,25.9,0.9,84
Sierra Leone,2014-11-11,26.3,2.7,82
Sierra Leone,2014-11-12,26.2,1.6,82
Sierra Leone,2014-11-13,26.4,2.3,82
Sierra Leone,2014-11-14,26.1,3.1,82
Sierra Leone,2014-11-15,26.5,1.5,81
Sierra Leone,2014-11-16,25.7,16.8,84
Sierra Leone,2014-11-17,25.7,11.9,83
Sierra Leone,2014-11-18,25.6,14.1,82
Sierra Leone,2014-11-19,25.8,5.4,80
Sierra Leone,2014-11-20,25.7,15.0,81
Sierra Leone,2014-11-21,25.7,3.5,83
Sierra Leone,2014-11-22,25.4,4.7,83
Sierra Leone,2014-11-23,26.1,2.5,82
Sierra Leone,2014-11-24,25.5,3.5,84
Sierra Leone,2014-11-25,25.7,3.3,84
Sierra Leone,2014-11-26,26.6,0.1,79
Sierra Leone,2014-11-27,26.5,1.7,81
Sierra Leone,2014-11-28,25.9,5.9,83
Sierra Leone,2014-11-29,25.5,7.9,85
Sierra Leone,2014-11-30,25.9,5.8,82
Sierra Leone,2014-12-01,25.5,1.8,84
Sierra Leone,2014-12-02,25.4,6.6,84
Sierra Leone,2014-12-03,25.9,5.5,82
Sierra Leone,2014-12-04,26.9,0.5,83
Sierra Leone,2014-12-05,26.6,0.6,82
Sierra Leone,2014-12-06,26.0,4.2,84
Sierra Leone,2014-12-07,25.9,2.2,83
Sierra Leone,2014-12-08,26.5,2.6,82
Sierra Leone,2014-12-09,26.3,0.7,83
Sierra Leone,2014-12-10,26.5,1.0,82
Sierra Leone,2014-12-11,26.8,0.0,82
Sierra Leone,2014-12-12,26.4,0.3,82
Sierra Leone,2014-12-13,26.0,0.0,79
Sierra Leone,2014-12-14,26.5,0.1,72
Sierra Leone,2014-12-15,26.4,0.0,77
Sierra Leone,2014-12-16,26.4,0.0,77
Sierra Leone,2014-12-17,26.5,0.0,77
Sierra Leone,2014-12-18,26.1,0.0,80
Sierra Leone,2014-12-19,26.1,0.0,84
Sierra Leone,2014-12-20,26.2,0.0,84
Sierra Leone,2014-12-21,25.9,2.3,84
Sierra Leone,2014-12-22,26.1,0.0,79
Sierra Leone,2014-12-23,26.1,0.0,77
Sierra Leone,2014-12-24,26.2,1.0,80
Sierra Leone,2014-12-25,26.4,0.3,83
Sierra Leone,2014-12-26,26.4,0.0,83
Sierra Leone,2014-12-27,26.4,0.0,79
Sierra Leone,2014-12-28,26.3,0.0,70
Sierra Leone,2014-12-29,25.7,0.0,64
Sierra Leone,2014-12-30,26.0,0.0,76
Sierra Leone,2014-12-31,25.8,0.0,78
Sierra Leone,2015-01-01,25.8,0.0,77
Sierra Leone,2015-01-02,25.7,0.0,78
Sierra Leone,2015-01-03,26.0,0.0,78
Sierra Leone,2015-01-04,25.8,0.0,80
Sierra Leone,2015-01-05,25.6,0.0,81
Sierra Leone,2015-01-06,25.4,0.0,81
Sierra Leone,2015-01-07,25.4,0.0,80
Sierra Leone,2015-01-08,25.2,0.0,81
Sierra Leone,2015-01-09,25.5,0.0,81
Sierra Leone,2015-01-10,25.6,0.0,84
Sierra Leone,2015-01-11,25.7,0.0,81
Sierra Leone,2015-01-12,25.4,0.0,81
Sierra Leone,2015-01-13,25.2,0.0,84
Sierra Leone,2015-01-14,25.3,0.0,80
Sierra Leone,2015-01-15,25.2,0.0,82
Sierra Leone,2015-01-16,25.6,0.0,83
Sierra Leone,2015-01-17,25.4,0.0,81
Sierra Leone,2015-01-18,25.6,0.0,79
Sierra Leone,2015-01-19,25.6,0.0,81
Sierra Leone,2015-01-20,25.7,0.2,82
Sierra Leone,2015-01-21,25.4,2.3,84
Sierra Leone,2015-01-22,25.6,7.5,83
Sierra Leone,2015-01-23,26.2,0.4,81
Sierra Leone,2015-01-24,26.3,0.0,81
Sierra Leone,2015-01-25,26.3,0.0,79
Sierra Leone,2015-01-26,26.4,0.7,79
Sierra Leone,2015-01-27,25.9,1.6,82
Sierra Leone,2015-01-28,26.2,0.0,79
Sierra Leone,2015-01-29,26.2,0.0,80
Sierra Leone,2015-01-30,25.9,0.0,83
Sierra Leone,2015-01-31,26.0,0.0,81
Sierra Leone,2015-02-01,26.0,0.0,78
Sierra Leone,2015-02-02,26.5,0.0,71
Sierra Leone,2015-02-03,26.1,0.0,72
Sierra Leone,2015-02-04,25.5,0.0,75
Sierra Leone,2015-02-05,25.6,0.0,77
Sierra Leone,2015-02-06,25.9,0.0,77
Sierra Leone,2015-02-07,26.1,0.0,79
Sierra Leone,2015-02-08,25.9,0.0,79
Sierra Leone,2015-02-09,25.9,0.0,74
Sierra Leone,2015-02-10,26.3,0.0,78
Sierra Leone,2015-02-11,26.2,0.0,79
Sierra Leone,2015-02-12,25.7,0.0,77
Sierra Leone,2015-02-13,25.6,0.0,75
Sierra Leone,2015-02-14,26.1,0.0,79
Sierra Leone,2015-02-15,26.6,1.7,81
Sierra Leone,2015-02-16,25.3,11.9,84
Sierra Leone,2015-02-17,25.8,0.0,81
Sierra Leone,2015-02-18,25.7,0.0,80
Sierra Leone,2015-02-19,25.5,0.0,81
Sierra Leone,2015-02-20,25.4,0.0,80
Sierra Leone,2015-02-21,25.9,0.0,76
Sierra Leone,2015-02-22,25.6,0.0,74
Sierra Leone,2015-02-23,25.6,0.2,82
Sierra Leone,2015-02-24,25.7,0.0,85
Sierra Leone,2015-02-25,25.5,0.0,80
Sierra Leone,2015-02-26,25.1,0.0,79
Sierra Leone,2015-02-27,25.3,0.0,79
Sierra Leone,2015-02-28,25.4,0.0,80
Sierra Leone,2015-03-01,25.1,0.0,81
Sierra Leone,2015-03-02,25.1,0.0,79
Sierra Leone,2015-03-03,24.9,0.0,83
Sierra Leone,2015-03-04,25.0,0.0,82
Sierra Leone,2015-03-05,25.1,0.0,83
Sierra Leone,2015-03-06,25.3,0.0,76
Sierra Leone,2015-03-07,25.4,0.0,76
Sierra Leone,2015-03-08,25.3,0.0,78
Sierra Leone,2015-03-09,25.4,0.0,74
Sierra Leone,2015-03-10,25.7,0.0,74
Sierra Leone,2015-03-11,26.1,0.0,77
Sierra Leone,2015-03-12,25.7,0.0,80
Sierra Leone,2015-03-13,25.8,0.0,80
Sierra Leone,2015-03-14,26.0,1.0,83
Sierra Leone,2015-03-15,26.0,0.0,84
Sierra Leone,2015-03-16,25.9,0.0,85
Sierra Leone,2015-03-17,25.7,0.0,83
Sierra Leone,2015-03-18,25.6,4.2,82
Sierra Leone,2015-03-19,25.6,1.2,73
Sierra Leone,2015-03-20,26.1,0.0,80
Sierra Leone,2015-03-21,26.2,0.0,79
Sierra Leone,2015-03-22,26.1,0.0,78
Sierra Leone,2015-03-23,25.4,0.0,80
Sierra Leone,2015-03-24,25.5,0.0,77
Sierra Leone,2015-03-25,24.7,0.0,77
Sierra Leone,2015-03-26,24.3,0.0,74
Sierra Leone,2015-03-27,24.7,0.0,74
Sierra Leone,2015-03-28,24.9,0.0,73
Sierra Leone,2015-03-29,24.9,0.0,81
Sierra Leone,2015-03-30,25.1,0.0,82
Sierra Leone,2015-03-31,25.1,0.1,84
Sierra Leone,2015-04-01,25.1,0.0,82
Sierra Leone,2015-04-02,25.5,0.0,82
Sierra Leone,2015-04-03,25.6,0.2,84
Sierra Leone,2015-04-04,25.5,0.0,83
Sierra Leone,2015-04-05,25.5,0.0,85
Sierra Leone,2015-04-06,25.6,0.2,82
Sierra Leone,2015-04-07,25.5,0.1,84
Sierra Leone,2015-04-08,25.6,3.1,84
Sierra Leone,2015-04-09,26.1,0.0,77
Sierra Leone,2015-04-10,26.0,1.9,83
Sierra Leone,2015-04-11,26.3,0.4,85
Sierra Leone,2015-04-12,26.1,0.6,85
Sierra Leone,2015-04-13,26.4,1.0,85
Sierra Leone,2015-04-14,26.1,0.1,84
Sierra Leone,2015-04-15,26.0,0.0,82
Sierra Leone,2015-04-16,26.3,0.9,80
Sierra Leone,2015-04-17,26.3,0.6,83
Sierra Leone,2015-04-18,26.0,0.2,85
Sierra Leone,2015-04-19,26.0,0.8,85
Sierra Leone,2015-04-20,26.4,0.6,82
Sierra Leone,2015-04-21,26.5,0.4,83
Sierra Leone,2015-04-22,26.4,0.0,82
Sierra Leone,2015-04-23,26.7,0.1,81
Sierra Leone,2015-04-24,26.4,0.0,84
Sierra Leone,2015-04-25,26.9,7.3,81
Sierra Leone,2015-04-26,26.5,13.5,82
Sierra Leone,2015-04-27,26.4,4.0,84
Sierra Leone,2015-04-28,26.5,5.1,82
Sierra Leone,2015-04-29,26.5,1.4,84
Sierra Leone,2015-04-30,26.8,0.0,81
Sierra Leone,2015-05-01,27.2,5.8,82
Sierra Leone,2015-05-02,26.9,8.6,84
Sierra Leone,2015-05-03,26.8,14.5,83
Sierra Leone,2015-05-04,26.0,13.7,86
Sierra Leone,2015-05-05,26.5,3.7,84
Sierra Leone,2015-05-06,26.4,12.5,84
Sierra Leone,2015-05-07,26.6,6.6,85
Sierra Leone,2015-05-08,26.9,1.0,85
Sierra Leone,2015-05-09,26.9,9.9,83
Sierra Leone,2015-05-10,26.2,11.9,84
Sierra Leone,2015-05-11,27.0,0.5,79
Sierra Leone,2015-05-12,27.1,3.7,80
Sierra Leone,2015-05-13,26.8,22.5,82
Sierra Leone,2015-05-14,27.4,6.0,79
Sierra Leone,2015-05-15,27.6,3.3,78
Sierra Leone,2015-05-16,27.4,9.0,79
Sierra Leone,2015-05-17,26.8,8.7,82
Sierra Leone,2015-05-18,26.4,15.2,84
Sierra Leone,2015-05-19,26.2,11.8,85
Sierra Leone,2015-05-20,27.1,7.8,83
Sierra Leone,2015-05-21,26.7,5.2,83
Sierra Leone,2015-05-22,27.2,6.6,79
Sierra Leone,2015-05-23,26.7,3.9,83
Sierra Leone,2015-05-24,26.6,2.5,83
Sierra Leone,2015-05-25,26.8,8.8,81
Sierra Leone,2015-05-26,26.6,20.3,83
Sierra Leone,2015-05-27,27.1,10.3,83
Sierra Leone,2015-05-28,27.0,2.3,82
Sierra Leone,2015-05-29,26.2,20.0,85
Sierra Leone,2015-05-30,27.2,1.2,80
Sierra Leone,2015-05-31,27.3,8.3,81
Sierra Leone,2015-06-01,26.9,5.1,82
Sierra Leone,2015-06-02,25.8,4.1,85
Sierra Leone,2015-06-03,25.8,9.5,85
Sierra Leone,2015-06-04,25.5,14.0,87
Sierra Leone,2015-06-05,25.5,28.6,83
Sierra Leone,2015-06-06,25.6,6.5,84
Sierra Leone,2015-06-07,26.2,9.8,83
Sierra Leone,2015-06-08,26.3,2.9,84
Sierra Leone,2015-06-09,25.4,16.2,86
Sierra Leone,2015-06-10,25.4,8.1,84
Sierra Leone,2015-06-11,25.7,6.6,84
Sierra Leone,2015-06-12,26.4,1.0,82
Sierra Leone,2015-06-13,25.3,8.2,88
Sierra Leone,2015-06-14,25.4,11.8,86
Sierra Leone,2015-06-15,25.6,8.4,83
Sierra Leone,2015-06-16,25.2,3.6,87
Sierra Leone,2015-06-17,25.4,6.9,83
Sierra Leone,2015-06-18,24.8,16.6,87
Sierra Leone,2015-06-19,25.4,8.0,84
Sierra Leone,2015-06-20,25.1,11.9,85
Sierra Leone,2015-06-21,25.3,9.5,84
Sierra Leone,2015-06-22,25.2,13.0,84
Sierra Leone,2015-06-23,24.9,10.4,87
Sierra Leone,2015-06-24,25.2,7.4,84
Sierra Leone,2015-06-25,26.0,3.9,79
Sierra Leone,2015-06-26,25.8,3.0,81
Sierra Leone,2015-06-27,24.2,49.8,92
Sierra Leone,2015-06-28,25.1,16.4,85
Sierra Leone,2015-06-29,25.0,26.9,85
Sierra Leone,2015-06-30,25.3,9.6,83
Sierra Leone,2015-07-01,25.6,6.2,82
Sierra Leone,2015-07-02,25.4,4.8,83
Sierra Leone,2015-07-03,26.3,2.0,80
Sierra Leone,2015-07-04,26.0,4.1,81
Sierra Leone,2015-07-05,25.5,4.4,84
Sierra Leone,2015-07-06,25.4,15.1,85
Sierra Leone,2015-07-07,24.9,32.9,89
Sierra Leone,2015-07-08,25.2,5.7,85
Sierra Leone,2015-07-09,25.4,10.3,83
Sierra Leone,2015-07-10,23.9,70.2,93
Sierra Leone,2015-07-11,25.4,6.3,84
Sierra Leone,2015-07-12,25.5,7.8,84
Sierra Leone,2015-07-13,25.4,3.3,85
Sierra Leone,2015-07-14,24.6,29.0,89
Sierra Leone,2015-07-15,25.3,9.9,84
Sierra Leone,2015-07-16,24.7,17.6,86
Sierra Leone,2015-07-17,24.8,25.1,87
Sierra Leone,2015-07-18,25.8,4.9,82
Sierra Leone,2015-07-19,24.9,12.6,86
Sierra Leone,2015-07-20,25.0,17.9,85
Sierra Leone,2015-07-21,25.0,15.8,84
Sierra Leone,2015-07-22,24.8,13.6,84
Sierra Leone,2015-07-23,24.2,26.4,89
Sierra Leone,2015-07-24,25.0,16.2,80
Sierra Leone,2015-07-25,25.1,5.0,79
Sierra Leone,2015-07-26,24.2,20.6,83
Sierra Leone,2015-07-27,23.7,30.6,89
Sierra Leone,2015-07-28,24.9,4.1,79
Sierra Leone,2015-07-29,24.7,2.3,78
Sierra Leone,2015-07-30,24.8,1.1,78
Sierra Leone,2015-07-31,24.8,0.6,78
Sierra Leone,2015-08-01,25.2,0.8,76
Sierra Leone,2015-08-02,25.4,1.3,76
Sierra Leone,2015-08-03,24.7,10.6,85
Sierra Leone,2015-08-04,23.7,67.6,94
Sierra Leone,2015-08-05,24.8,9.5,86
Sierra Leone,2015-08-06,24.6,6.6,89
Sierra Leone,2015-08-07,24.8,3.1,89
Sierra Leone,2015-08-08,24.7,6.8,88
Sierra Leone,2015-08-09,23.9,103.7,93
Sierra Leone,2015-08-10,24.6,22.5,87
Sierra Leone,2015-08-11,24.6,22.1,88
Sierra Leone,2015-08-12,24.2,19.1,89
Sierra Leone,2015-08-13,25.4,2.0,84
Sierra Leone,2015-08-14,25.5,17.1,85
Sierra Leone,2015-08-15,25.4,12.5,86
Sierra Leone,2015-08-16,25.0,4.1,85
Sierra Leone,2015-08-17,25.6,0.4,81
Sierra Leone,2015-08-18,25.4,1.4,82
Sierra Leone,2015-08-19,24.9,21.0,86
Sierra Leone,2015-08-20,24.1,87.5,92
Sierra Leone,2015-08-21,23.8,78.9,95
Sierra Leone,2015-08-22,23.9,127.2,93
Sierra Leone,2015-08-23,24.8,20.8,86
Sierra Leone,2015-08-24,25.2,19.4,86
Sierra Leone,2015-08-25,25.0,8.9,86
Sierra Leone,2015-08-26,24.9,5.9,86
Sierra Leone,2015-08-27,25.1,6.1,86
Sierra Leone,2015-08-28,24.6,23.7,90
Sierra Leone,2015-08-29,24.3,36.3,89
Sierra Leone,2015-08-30,25.1,0.6,78
Sierra Leone,2015-08-31,25.1,0.0,74
Sierra Leone,2015-09-01,24.5,2.0,78
Sierra Leone,2015-09-02,25.1,7.2,83
Sierra Leone,2015-09-03,24.3,109.0,91
Sierra Leone,2015-09-04,23.8,64.2,93
Sierra Leone,2015-09-05,24.5,12.6,89
Sierra Leone,2015-09-06,24.2,44.5,91
Sierra Leone,2015-09-07,25.0,11.6,84
Sierra Leone,2015-09-08,25.8,3.7,82
Sierra Leone,2015-09-09,25.7,10.0,85
Sierra Leone,2015-09-10,24.4,26.6,90
Sierra Leone,2015-09-11,25.7,7.3,81
Sierra Leone,2015-09-12,25.7,3.5,82
Sierra Leone,2015-09-13,25.4,23.5,86
Sierra Leone,2015-09-14,25.3,9.6,84
Sierra Leone,2015-09-15,24.6,12.3,88
Sierra Leone,2015-09-16,23.8,59.4,92
Sierra Leone,2015-09-17,25.2,5.1,84
Sierra Leone,2015-09-18,25.6,14.3,83
Sierra Leone,2015-09-19,24.8,6.7,88
Sierra Leone,2015-09-20,25.6,4.1,84
Sierra Leone,2015-09-21,25.4,3.2,86
Sierra Leone,2015-09-22,25.2,11.6,86
Sierra Leone,2015-09-23,24.3,40.8,91
Sierra Leone,2015-09-24,25.4,1.9,84
Sierra Leone,2015-09-25,26.2,10.0,82
Sierra Leone,2015-09-26,24.8,17.0,88
Sierra Leone,2015-09-27,25.4,13.0,85
Sierra Leone,2015-09-28,25.1,14.9,85
Sierra Leone,2015-09-29,25.0,19.0,86
Sierra Leone,2015-09-30,25.4,7.0,84
Sierra Leone,2015-10-01,25.2,23.1,86
Sierra Leone,2015-10-02,25.7,4.9,85
Sierra Leone,2015-10-03,25.9,7.9,84
Sierra Leone,2015-10-04,25.6,6.4,85
Sierra Leone,2015-10-05,25.7,13.6,84
Sierra Leone,2015-10-06,24.8,21.3,88
Sierra Leone,2015-10-07,25.3,5.3,83
Sierra Leone,2015-10-08,26.4,10.5,80
Sierra Leone,2015-10-09,25.1,26.7,89
Sierra Leone,2015-10-10,25.9,7.0,84
Sierra Leone,2015-10-11,25.3,6.5,87
Sierra Leone,2015-10-12,25.8,5.2,83
Sierra Leone,2015-10-13,26.1,3.3,83
Sierra Leone,2015-10-14,25.2,15.6,87
Sierra Leone,2015-10-15,24.9,14.2,90
Sierra Leone,2015-10-16,25.7,7.0,86
Sierra Leone,2015-10-17,25.8,9.0,84
Sierra Leone,2015-10-18,26.5,2.4,82
Sierra Leone,2015-10-19,25.7,6.1,85
Sierra Leone,2015-10-20,25.1,20.3,86
Sierra Leone,2015-10-21,25.8,16.0,83
Sierra Leone,2015-10-22,25.9,7.4,83
Sierra Leone,2015-10-23,26.8,0.6,81
Sierra Leone,2015-10-24,26.3,6.8,85
Sierra Leone,2015-10-25,25.8,5.5,85
Sierra Leone,2015-10-26,26.0,1.1,82
Sierra Leone,2015-10-27,25.7,16.3,85
Sierra Leone,2015-10-28,25.6,7.6,83
Sierra Leone,2015-10-29,26.1,6.7,83
Sierra Leone,2015-10-30,25.8,12.9,84
Sierra Leone,2015-10-31,25.3,7.2,88
Sierra Leone,2015-11-01,25.1,13.8,84
Sierra Leone,2015-11-02,25.8,2.6,83
Sierra Leone,2015-11-03,25.9,4.1,84
Sierra Leone,2015-11-04,26.4,2.6,85
Sierra Leone,2015-11-05,25.6,20.5,87
Sierra Leone,2015-11-06,25.5,15.4,86
Sierra Leone,2015-11-07,26.1,4.3,82
Sierra Leone,2015-11-08,25.7,6.8,84
Sierra Leone,2015-11-09,25.6,9.0,86
Sierra Leone,2015-11-10,25.6,10.5,85
Sierra Leone,2015-11-11,25.3,9.1,84
Sierra Leone,2015-11-12,26.1,10.4,82
Sierra Leone,2015-11-13,25.8,2.4,83
Sierra Leone,2015-11-14,26.2,3.2,83
Sierra Leone,2015-11-15,26.4,1.8,81
Sierra Leone,2015-11-16,26.9,0.0,80
Sierra Leone,2015-11-17,26.5,1.6,80
Sierra Leone,2015-11-18,26.9,0.5,79
Sierra Leone,2015-11-19,26.7,3.9,81
Sierra Leone,2015-11-20,26.9,0.0,81
Sierra Leone,2015-11-21,27.1,0.1,79
Sierra Leone,2015-11-22,27.3,2.5,75
Sierra Leone,2015-11-23,26.9,2.7,76
Sierra Leone,2015-11-24,26.7,5.0,80
Sierra Leone,2015-11-25,26.9,1.1,82
Sierra Leone,2015-11-26,27.0,3.7,79
Sierra Leone,2015-11-27,27.0,3.0,80
Sierra Leone,2015-11-28,26.9,0.9,81
Sierra Leone,2015-11-29,27.4,0.4,80
Sierra Leone,2015-11-30,27.8,0.0,78
Sierra Leone,2015-12-01,27.5,0.0,77
Sierra Leone,2015-12-02,27.2,0.8,77
Sierra Leone,2015-12-03,27.4,0.0,77
Sierra Leone,2015-12-04,27.0,0.2,80
Sierra Leone,2015-12-05,27.0,0.0,81
Sierra Leone,2015-12-06,26.4,1.4,82
Sierra Leone,2015-12-07,26.4,0.2,80
Sierra Leone,2015-12-08,26.6,0.0,80
Sierra Leone,2015-12-09,26.9,0.0,78
Sierra Leone,2015-12-10,26.9,0.0,75
Sierra Leone,2015-12-11,26.7,0.0,77
Sierra Leone,2015-12-12,26.9,0.0,76
Sierra Leone,2015-12-13,26.9,0.0,77
Sierra Leone,2015-12-14,26.8,1.9,77
Sierra Leone,2015-12-15,26.4,0.3,81
Sierra Leone,2015-12-16,26.7,0.0,81
Sierra Leone,2015-12-17,26.6,0.0,77
Sierra Leone,2015-12-18,26.7,0.0,75
Sierra Leone,2015-12-19,26.5,0.0,77
Sierra Leone,2015-12-20,26.6,0.0,74
Sierra Leone,2015-12-21,26.7,0.0,72
Sierra Leone,2015-12-22,26.4,0.0,75
Sierra Leone,2015-12-23,26.6,0.0,76
Sierra Leone,2015-12-24,26.7,0.0,77
Sierra Leone,2015-12-25,26.1,0.0,81
Sierra Leone,2015-12-26,26.6,0.0,77
Sierra Leone,2015-12-27,26.9,0.0,74
Sierra Leone,2015-12-28,27.4,0.0,64
Sierra Leone,2015-12-29,26.3,0.0,46
Sierra Leone,2015-12-30,26.5,0.0,64
Sierra Leone,2015-12-31,25.9,0.0,76
Sierra Leone,2016-01-01,25.8,0.0,80
Sierra Leone,2016-01-02,26.2,0.0,81
Sierra Leone,2016-01-03,25.8,0.0,84
Sierra Leone,2016-01-04,26.5,0.0,73
Sierra Leone,2016-01-05,25.1,0.0,63
Sierra Leone,2016-01-06,23.6,0.0,66
Sierra Leone,2016-01-07,24.9,0.0,75
Sierra Leone,2016-01-08,25.0,0.4,80
Sierra Leone,2016-01-09,25.7,0.0,82
Sierra Leone,2016-01-10,26.4,0.0,82
Sierra Leone,2016-01-11,26.5,0.0,83
Sierra Leone,2016-01-12,26.5,0.0,82
Sierra Leone,2016-01-13,26.3,0.0,83
Sierra Leone,2016-01-14,26.4,0.0,82
Sierra Leone,2016-01-15,26.2,0.0,82
Sierra Leone,2016-01-16,26.3,0.0,82
Sierra Leone,2016-01-17,26.5,0.0,83
Sierra Leone,2016-01-18,26.3,1.3,83
Sierra Leone,2016-01-19,26.4,0.6,83
Sierra Leone,2016-01-20,25.6,4.4,84
Sierra Leone,2016-01-21,25.9,0.5,82
Sierra Leone,2016-01-22,26.7,0.2,75
Sierra Leone,2016-01-23,27.3,0.0,58
Sierra Leone,2016-01-24,26.6,0.0,78
Sierra Leone,2016-01-25,26.2,0.0,79
Sierra Leone,2016-01-26,26.3,0.0,81
Sierra Leone,2016-01-27,26.1,0.0,85
Sierra Leone,2016-01-28,27.3,0.0,63
Sierra Leone,2016-01-29,27.5,0.0,46
Sierra Leone,2016-01-30,26.0,0.0,71
Sierra Leone,2016-01-31,25.5,0.0,79
Sierra Leone,2016-02-01,25.3,0.0,82
Sierra Leone,2016-02-02,25.6,0.0,81
Sierra Leone,2016-02-03,24.8,0.0,85
Sierra Leone,2016-02-04,25.6,0.0,82
Sierra Leone,2016-02-05,25.5,0.0,83
Sierra Leone,2016-02-06,25.9,0.0,82
Sierra Leone,2016-02-07,26.1,0.0,82
Sierra Leone,2016-02-08,25.8,0.0,83
Sierra Leone,2016-02-09,25.9,0.0,83
Sierra Leone,2016-02-10,25.9,0.0,82
Sierra Leone,2016-02-11,26.1,0.0,80
Sierra Leone,2016-02-12,25.9,0.0,81
Sierra Leone,2016-02-13,26.2,0.0,80
Sierra Leone,2016-02-14,26.3,0.0,79
Sierra Leone,2016-02-15,26.2,0.0,80
Sierra Leone,2016-02-16,26.1,0.0,80
Sierra Leone,2016-02-17,26.1,0.0,82
Sierra Leone,2016-02-18,26.7,0.0,82
Sierra Leone,2016-02-19,26.7,0.0,83
Sierra Leone,2016-02-20,26.4,0.0,76
Sierra Leone,2016-02-21,27.2,0.0,69
Sierra Leone,2016-02-22,26.2,0.0,81
Sierra Leone,2016-02-23,26.0,0.0,84
Sierra Leone,2016-02-24,26.0,0.0,85
Sierra Leone,2016-02-25,25.7,0.0,86
Sierra Leone,2016-02-26,25.8,0.0,85
Sierra Leone,2016-02-27,25.8,0.0,86
Sierra Leone,2016-02-28,25.6,0.0,86
Sierra Leone,2016-02-29,25.5,0.0,83
Sierra Leone,2016-03-01,26.4,0.0,83
Sierra Leone,2016-03-02,26.4,0.2,87
Sierra Leone,2016-03-03,26.8,0.0,80
Sierra Leone,2016-03-04,27.1,0.0,82
Sierra Leone,2016-03-05,27.2,0.0,84
Sierra Leone,2016-03-06,26.8,0.0,82
Sierra Leone,2016-03-07,26.7,0.0,80
Sierra Leone,2016-03-08,27.0,0.0,81
Sierra Leone,2016-03-09,27.2,0.0,83
Sierra Leone,2016-03-10,26.8,0.0,83
Sierra Leone,2016-03-11,26.8,0.0,76
Sierra Leone,2016-03-12,26.5,0.0,79
Sierra Leone,2016-03-13,26.3,0.0,73
Sierra Leone,2016-03-14,26.4,0.0,70
Sierra Leone,2016-03-15,26.5,0.0,72
Sierra Leone,2016-03-16,26.5,0.0,75
Sierra Leone,2016-03-17,26.5,0.0,74
Sierra Leone,2016-03-18,26.4,0.0,79
Sierra Leone,2016-03-19,26.9,1.8,81
Sierra Leone,2016-03-20,26.9,2.0,83
Sierra Leone,2016-03-21,26.5,2.1,83
Sierra Leone,2016-03-22,27.0,0.0,75
Sierra Leone,2016-03-23,27.1,0.0,73
